Estructura,Metodo,N,Run,Tiempo_ns
DoublyWithTail,PopFront,1000000,0,233.0
DoublyWithTail,PopFront,1000000,1,155.33333333333334
DoublyWithTail,PopFront,1000000,2,55.333333333333336
DoublyWithTail,PopFront,1000000,3,55.333333333333336
DoublyWithTail,PopFront,1000000,4,66.33333333333333
DoublyWithTail,PopFront,10000000,0,133.0
DoublyWithTail,PopFront,10000000,1,155.33333333333334
DoublyWithTail,PopFront,10000000,2,188.33333333333334
DoublyWithTail,PopFront,10000000,3,155.33333333333334
DoublyWithTail,PopFront,10000000,4,66.0
DoublyWithTail,PopFront,100000000,0,78.0
DoublyWithTail,PopFront,100000000,1,45.6666666666666
DoublyWithTail,PopFront,100000000,2,109.0
DoublyWithTail,PopFront,100000000,3,85.3333333333334
DoublyWithTail,PopFront,100000000,4,91.0
DoublyWithTail,PopBack,10,0,100.0
DoublyWithTail,PopBack,10,1,100.0
DoublyWithTail,PopBack,10,2,88.66666666666667
DoublyWithTail,PopBack,10,3,88.66666666666667
DoublyWithTail,PopBack,10,4,111.0
DoublyWithTail,PopBack,100,0,88.66666666666667
DoublyWithTail,PopBack,100,1,111.0
DoublyWithTail,PopBack,100,2,99.66666666666667
DoublyWithTail,PopBack,100,3,88.66666666666667
DoublyWithTail,PopBack,100,4,100.0
DoublyWithTail,PopBack,1000,0,100.0
DoublyWithTail,PopBack,1000,1,88.66666666666667
DoublyWithTail,PopBack,1000,2,110.66666666666667
DoublyWithTail,PopBack,1000,3,99.66666666666667
DoublyWithTail,PopBack,1000,4,100.0
DoublyWithTail,PopBack,10000,0,133.33333333333334
DoublyWithTail,PopBack,10000,1,255.33333333333334
DoublyWithTail,PopBack,10000,2,144.33333333333334
DoublyWithTail,PopBack,10000,3,122.0
DoublyWithTail,PopBack,10000,4,111.0
DoublyWithTail,PopBack,100000,0,621.6666666666666
DoublyWithTail,PopBack,100000,1,66.33333333333333
DoublyWithTail,PopBack,100000,2,155.33333333333334
DoublyWithTail,PopBack,100000,3,22.0
DoublyWithTail,PopBack,100000,4,44.0
DoublyWithTail,PopBack,1000000,0,33.333333333333336
DoublyWithTail,PopBack,1000000,1,155.33333333333334
DoublyWithTail,PopBack,1000000,2,99.66666666666667
DoublyWithTail,PopBack,1000000,3,222.0
DoublyWithTail,PopBack,1000000,4,122.0
DoublyWithTail,PopBack,10000000,0,255.0
DoublyWithTail,PopBack,10000000,1,299.6666666666667
DoublyWithTail,PopBack,10000000,2,255.33333333333334
DoublyWithTail,PopBack,10000000,3,155.33333333333334
DoublyWithTail,PopBack,10000000,4,1366.3333333333333
DoublyWithTail,PopBack,100000000,0,200.3333333333333
DoublyWithTail,PopBack,100000000,1,226.6666666666666
DoublyWithTail,PopBack,100000000,2,231.0
DoublyWithTail,PopBack,100000000,3,214.6666666666666
DoublyWithTail,PopBack,100000000,4,215.3333333333333
DoublyWithTail,Find,10,0,577.6666666666666
DoublyWithTail,Find,10,1,510.6666666666667
DoublyWithTail,Find,10,2,688.6666666666666
DoublyWithTail,Find,10,3,488.6666666666667
DoublyWithTail,Find,10,4,511.0
DoublyWithTail,Find,100,0,2122.0
DoublyWithTail,Find,100,1,2122.0
DoublyWithTail,Find,100,2,2088.3333333333335
DoublyWithTail,Find,100,3,2077.3333333333335
DoublyWithTail,Find,100,4,2344.3333333333335
DoublyWithTail,Find,1000,0,5155.0
DoublyWithTail,Find,1000,1,5122.0
DoublyWithTail,Find,1000,2,5188.666666666667
DoublyWithTail,Find,1000,3,5133.333333333333
DoublyWithTail,Find,1000,4,5155.333333333333
DoublyWithTail,Find,10000,0,25911.0
DoublyWithTail,Find,10000,1,26133.0
DoublyWithTail,Find,10000,2,25999.333333333332
DoublyWithTail,Find,10000,3,25777.666666666668
DoublyWithTail,Find,10000,4,26366.333333333332
DoublyWithTail,Find,100000,0,171233.0
DoublyWithTail,Find,100000,1,101066.0
DoublyWithTail,Find,100000,2,99088.66666666667
DoublyWithTail,Find,100000,3,104088.66666666667
DoublyWithTail,Find,100000,4,104233.33333333333
DoublyWithTail,Find,1000000,0,1923722.0
DoublyWithTail,Find,1000000,1,6411455.333333333
DoublyWithTail,Find,1000000,2,1778033.0
DoublyWithTail,Find,1000000,3,1720810.6666666667
DoublyWithTail,Find,1000000,4,1734455.0
DoublyWithTail,Find,10000000,0,3.3973655333333336E7
DoublyWithTail,Find,10000000,1,2.6460855333333332E7
DoublyWithTail,Find,10000000,2,4.4098977666666664E7
DoublyWithTail,Find,10000000,3,2.8080077333333332E7
DoublyWithTail,Find,10000000,4,2.2222599666666668E7
DoublyWithTail,Find,100000000,0,3.32225122E8
DoublyWithTail,Find,100000000,1,3.146688886666667E8
DoublyWithTail,Find,100000000,2,2.893728106666667E8
DoublyWithTail,Find,100000000,3,2.93330733E8
DoublyWithTail,Find,100000000,4,2.877002663333333E8
DoublyWithTail,Erase,10,0,288.6666666666667
DoublyWithTail,Erase,10,1,299.6666666666667
DoublyWithTail,Erase,10,2,288.6666666666667
DoublyWithTail,Erase,10,3,299.6666666666667
DoublyWithTail,Erase,10,4,288.6666666666667
DoublyWithTail,Erase,100,0,3799.6666666666665
DoublyWithTail,Erase,100,1,2188.6666666666665
DoublyWithTail,Erase,100,2,421.6666666666667
DoublyWithTail,Erase,100,3,377.3333333333333
DoublyWithTail,Erase,100,4,399.6666666666667
DoublyWithTail,Erase,1000,0,3222.0
DoublyWithTail,Erase,1000,1,3211.0
DoublyWithTail,Erase,1000,2,3199.6666666666665
DoublyWithTail,Erase,1000,3,3588.6666666666665
DoublyWithTail,Erase,1000,4,3244.0
DoublyWithTail,Erase,10000,0,31655.333333333332
DoublyWithTail,Erase,10000,1,31822.0
DoublyWithTail,Erase,10000,2,31988.666666666668
DoublyWithTail,Erase,10000,3,31677.333333333332
DoublyWithTail,Erase,10000,4,48221.666666666664
DoublyWithTail,Erase,100000,0,121399.66666666667
DoublyWithTail,Erase,100000,1,118699.66666666667
DoublyWithTail,Erase,100000,2,120077.33333333333
DoublyWithTail,Erase,100000,3,125633.0
DoublyWithTail,Erase,100000,4,132310.66666666666
DoublyWithTail,Erase,1000000,0,2262922.0
DoublyWithTail,Erase,1000000,1,8679766.333333334
DoublyWithTail,Erase,1000000,2,2343677.3333333335
DoublyWithTail,Erase,1000000,3,2409577.3333333335
DoublyWithTail,Erase,1000000,4,2340177.6666666665
DoublyWithTail,Erase,10000000,0,4.5963699666666664E7
DoublyWithTail,Erase,10000000,1,3.9823277333333336E7
DoublyWithTail,Erase,10000000,2,6.8597144E7
DoublyWithTail,Erase,10000000,3,4.1204944E7
DoublyWithTail,Erase,10000000,4,3.8507388666666664E7
DoublyWithTail,Erase,100000000,0,4.391749106666667E8
DoublyWithTail,Erase,100000000,1,4.16236222E8
DoublyWithTail,Erase,100000000,2,4.123211886666667E8
DoublyWithTail,Erase,100000000,3,4.128015216666667E8
DoublyWithTail,Erase,100000000,4,4.16315533E8
DoublyWithTail,AddBefore,10,0,200.0
DoublyWithTail,AddBefore,10,1,200.0
DoublyWithTail,AddBefore,10,2,200.0
DoublyWithTail,AddBefore,10,3,200.0
DoublyWithTail,AddBefore,10,4,155.33333333333334
DoublyWithTail,AddBefore,100,0,255.33333333333334
DoublyWithTail,AddBefore,100,1,244.33333333333334
DoublyWithTail,AddBefore,100,2,577.3333333333334
DoublyWithTail,AddBefore,100,3,255.33333333333334
DoublyWithTail,AddBefore,100,4,266.3333333333333
DoublyWithTail,AddBefore,1000,0,1044.3333333333333
DoublyWithTail,AddBefore,1000,1,1033.0
DoublyWithTail,AddBefore,1000,2,1033.0
DoublyWithTail,AddBefore,1000,3,1033.0
DoublyWithTail,AddBefore,1000,4,1066.3333333333333
DoublyWithTail,AddBefore,10000,0,10155.333333333334
DoublyWithTail,AddBefore,10000,1,9166.333333333334
DoublyWithTail,AddBefore,10000,2,11922.0
DoublyWithTail,AddBefore,10000,3,9066.333333333334
DoublyWithTail,AddBefore,10000,4,9221.666666666666
DoublyWithTail,AddBefore,100000,0,154266.33333333334
DoublyWithTail,AddBefore,100000,1,121232.66666666667
DoublyWithTail,AddBefore,100000,2,91688.66666666667
DoublyWithTail,AddBefore,100000,3,91955.33333333333
DoublyWithTail,AddBefore,100000,4,98310.66666666667
DoublyWithTail,AddBefore,1000000,0,1743677.3333333333
DoublyWithTail,AddBefore,1000000,1,6174255.0
DoublyWithTail,AddBefore,1000000,2,1713110.6666666667
DoublyWithTail,AddBefore,1000000,3,1628322.0
DoublyWithTail,AddBefore,1000000,4,1716977.3333333333
DoublyWithTail,AddBefore,10000000,0,3.2993577333333332E7
DoublyWithTail,AddBefore,10000000,1,2.7794410666666668E7
DoublyWithTail,AddBefore,10000000,2,2.9279444333333332E7
DoublyWithTail,AddBefore,10000000,3,3.1474722E7
DoublyWithTail,AddBefore,10000000,4,3.4959266333333336E7
DoublyWithTail,AddBefore,100000000,0,2.960816773333333E8
DoublyWithTail,AddBefore,100000000,1,3.188523996666667E8
DoublyWithTail,AddBefore,100000000,2,3.070040996666667E8
DoublyWithTail,AddBefore,100000000,3,3.115456886666667E8
DoublyWithTail,AddBefore,100000000,4,3.113341553333333E8
DoublyWithTail,AddAfter,10,0,155.33333333333334
DoublyWithTail,AddAfter,10,1,144.0
DoublyWithTail,AddAfter,10,2,133.0
DoublyWithTail,AddAfter,10,3,155.0
DoublyWithTail,AddAfter,10,4,155.33333333333334
DoublyWithTail,AddAfter,100,0,222.0
DoublyWithTail,AddAfter,100,1,233.0
DoublyWithTail,AddAfter,100,2,244.33333333333334
DoublyWithTail,AddAfter,100,3,222.0
DoublyWithTail,AddAfter,100,4,244.33333333333334
DoublyWithTail,AddAfter,1000,0,1033.3333333333333
DoublyWithTail,AddAfter,1000,1,1022.0
DoublyWithTail,AddAfter,1000,2,1055.3333333333333
DoublyWithTail,AddAfter,1000,3,1022.0
DoublyWithTail,AddAfter,1000,4,988.6666666666666
DoublyWithTail,AddAfter,10000,0,8644.333333333334
DoublyWithTail,AddAfter,10000,1,8721.666666666666
DoublyWithTail,AddAfter,10000,2,8711.0
DoublyWithTail,AddAfter,10000,3,8677.666666666666
DoublyWithTail,AddAfter,10000,4,8666.0
DoublyWithTail,AddAfter,100000,0,93900.0
DoublyWithTail,AddAfter,100000,1,89810.66666666667
DoublyWithTail,AddAfter,100000,2,97677.33333333333
DoublyWithTail,AddAfter,100000,3,93877.33333333333
DoublyWithTail,AddAfter,100000,4,94222.0
DoublyWithTail,AddAfter,1000000,0,1629366.3333333333
DoublyWithTail,AddAfter,1000000,1,7962910.666666667
DoublyWithTail,AddAfter,1000000,2,1573844.0
DoublyWithTail,AddAfter,1000000,3,1576733.0
DoublyWithTail,AddAfter,1000000,4,1590021.6666666667
DoublyWithTail,AddAfter,10000000,0,3.3419222E7
DoublyWithTail,AddAfter,10000000,1,2.7257810666666668E7
DoublyWithTail,AddAfter,10000000,2,4.0532399666666664E7
DoublyWithTail,AddAfter,10000000,3,2.3519288666666668E7
DoublyWithTail,AddAfter,10000000,4,3.1908810666666668E7
DoublyWithTail,AddAfter,100000000,0,3.313124993333333E8
DoublyWithTail,AddAfter,100000000,1,3.041697663333333E8
DoublyWithTail,AddAfter,100000000,2,3.04379444E8
DoublyWithTail,AddAfter,100000000,3,3.08999844E8
DoublyWithTail,AddAfter,100000000,4,3.018077993333333E8
