Estructura,Metodo,N,Run,Tiempo_ns
SinglyNoTail,PopBack,100000000,0,2.2247279E8
SinglyNoTail,PopBack,100000000,1,2.04166678E8
SinglyNoTail,PopBack,100000000,2,2.05826246E8
SinglyNoTail,Find,10,0,420.0
SinglyNoTail,Find,10,1,400.0
SinglyNoTail,Find,10,2,386.0
SinglyNoTail,Find,100,0,514.0
SinglyNoTail,Find,100,1,524.0
SinglyNoTail,Find,100,2,588.0
SinglyNoTail,Find,1000,0,2748.0
SinglyNoTail,Find,1000,1,1940.0
SinglyNoTail,Find,1000,2,1926.0
SinglyNoTail,Find,10000,0,6784.0
SinglyNoTail,Find,10000,1,6918.0
SinglyNoTail,Find,10000,2,6806.0
SinglyNoTail,Find,100000,0,91502.0
SinglyNoTail,Find,100000,1,75306.0
SinglyNoTail,Find,100000,2,71384.0
SinglyNoTail,Find,1000000,0,1248518.0
SinglyNoTail,Find,1000000,1,1091102.0
SinglyNoTail,Find,1000000,2,1106042.0
SinglyNoTail,Find,10000000,0,1.108024E7
SinglyNoTail,Find,10000000,1,1.2011244E7
SinglyNoTail,Find,10000000,2,1.1007594E7
SinglyNoTail,Find,100000000,0,1.1749882E8
SinglyNoTail,Find,100000000,1,1.1656227E8
SinglyNoTail,Find,100000000,2,1.16535168E8
SinglyNoTail,Erase,10,0,220.0
SinglyNoTail,Erase,10,1,188.0
SinglyNoTail,Erase,10,2,196.0
SinglyNoTail,Erase,100,0,422.0
SinglyNoTail,Erase,100,1,390.0
SinglyNoTail,Erase,100,2,530.0
SinglyNoTail,Erase,1000,0,3538.0
SinglyNoTail,Erase,1000,1,3534.0
SinglyNoTail,Erase,1000,2,3530.0
SinglyNoTail,Erase,10000,0,10236.0
SinglyNoTail,Erase,10000,1,10138.0
SinglyNoTail,Erase,10000,2,10242.0
SinglyNoTail,Erase,100000,0,114714.0
SinglyNoTail,Erase,100000,1,107912.0
SinglyNoTail,Erase,100000,2,108330.0
SinglyNoTail,Erase,1000000,0,2040966.0
SinglyNoTail,Erase,1000000,1,2069328.0
SinglyNoTail,Erase,1000000,2,2064962.0
SinglyNoTail,Erase,10000000,0,1.7763026E7
SinglyNoTail,Erase,10000000,1,2.2517066E7
SinglyNoTail,Erase,10000000,2,1.7983764E7
SinglyNoTail,Erase,100000000,0,1.82655846E8
SinglyNoTail,Erase,100000000,1,1.87439964E8
SinglyNoTail,Erase,100000000,2,1.8459515E8
SinglyNoTail,AddBefore,10,0,286.0
SinglyNoTail,AddBefore,10,1,256.0
SinglyNoTail,AddBefore,10,2,272.0
SinglyNoTail,AddBefore,100,0,1544.0
SinglyNoTail,AddBefore,100,1,1516.0
SinglyNoTail,AddBefore,100,2,1534.0
SinglyNoTail,AddBefore,1000,0,1990.0
SinglyNoTail,AddBefore,1000,1,1982.0
SinglyNoTail,AddBefore,1000,2,1960.0
SinglyNoTail,AddBefore,10000,0,33244.0
SinglyNoTail,AddBefore,10000,1,24194.0
SinglyNoTail,AddBefore,10000,2,7062.0
SinglyNoTail,AddBefore,100000,0,91260.0
SinglyNoTail,AddBefore,100000,1,85956.0
SinglyNoTail,AddBefore,100000,2,81436.0
SinglyNoTail,AddBefore,1000000,0,1145538.0
SinglyNoTail,AddBefore,1000000,1,1093850.0
SinglyNoTail,AddBefore,1000000,2,1097752.0
SinglyNoTail,AddBefore,10000000,0,1.0759504E7
SinglyNoTail,AddBefore,10000000,1,1.2436834E7
SinglyNoTail,AddBefore,10000000,2,1.1377666E7
SinglyNoTail,AddBefore,100000000,0,1.13382018E8
SinglyNoTail,AddBefore,100000000,1,1.35047416E8
SinglyNoTail,AddBefore,100000000,2,1.34565572E8
SinglyNoTail,AddAfter,10,0,140.0
SinglyNoTail,AddAfter,10,1,132.0
SinglyNoTail,AddAfter,10,2,128.0
SinglyNoTail,AddAfter,100,0,212.0
SinglyNoTail,AddAfter,100,1,196.0
SinglyNoTail,AddAfter,100,2,188.0
SinglyNoTail,AddAfter,1000,0,854.0
SinglyNoTail,AddAfter,1000,1,710.0
SinglyNoTail,AddAfter,1000,2,722.0
SinglyNoTail,AddAfter,10000,0,6858.0
SinglyNoTail,AddAfter,10000,1,6742.0
SinglyNoTail,AddAfter,10000,2,6840.0
SinglyNoTail,AddAfter,100000,0,93366.0
SinglyNoTail,AddAfter,100000,1,76588.0
SinglyNoTail,AddAfter,100000,2,69750.0
SinglyNoTail,AddAfter,1000000,0,1113454.0
SinglyNoTail,AddAfter,1000000,1,1084880.0
SinglyNoTail,AddAfter,1000000,2,1087132.0
SinglyNoTail,AddAfter,10000000,0,1.0352724E7
SinglyNoTail,AddAfter,10000000,1,1.5742218E7
SinglyNoTail,AddAfter,10000000,2,1.4448412E7
SinglyNoTail,AddAfter,100000000,0,1.1230829E8
SinglyNoTail,AddAfter,100000000,1,1.36573096E8
SinglyNoTail,AddAfter,100000000,2,1.35286726E8
