Estructura,Metodo,N,Run,Tiempo_ns
DoublyNoTail,PopFront,1000000,2,66.33333333333333
DoublyNoTail,PopFront,1000000,3,55.0
DoublyNoTail,PopFront,1000000,4,55.333333333333336
DoublyNoTail,PopFront,10000000,0,155.33333333333334
DoublyNoTail,PopFront,10000000,1,188.33333333333334
DoublyNoTail,PopFront,10000000,2,166.33333333333334
DoublyNoTail,PopFront,10000000,3,155.33333333333334
DoublyNoTail,PopFront,10000000,4,1210.6666666666667
DoublyNoTail,PopFront,100000000,0,855.3333333333334
DoublyNoTail,PopFront,100000000,1,217.6666666666666
DoublyNoTail,PopFront,100000000,2,242.3333333333334
DoublyNoTail,PopFront,100000000,4,120.6666666666666
DoublyNoTail,Find,10,0,577.6666666666666
DoublyNoTail,Find,10,1,499.6666666666667
DoublyNoTail,Find,10,2,811.0
DoublyNoTail,Find,10,3,488.6666666666667
DoublyNoTail,Find,10,4,488.6666666666667
DoublyNoTail,Find,100,0,2588.6666666666665
DoublyNoTail,Find,100,1,2555.3333333333335
DoublyNoTail,Find,100,2,4266.333333333333
DoublyNoTail,Find,100,3,2721.6666666666665
DoublyNoTail,Find,100,4,2677.3333333333335
DoublyNoTail,Find,1000,0,7533.0
DoublyNoTail,Find,1000,1,6644.0
DoublyNoTail,Find,1000,2,6410.666666666667
DoublyNoTail,Find,1000,3,5077.333333333333
DoublyNoTail,Find,1000,4,3766.3333333333335
DoublyNoTail,Find,10000,0,37533.0
DoublyNoTail,Find,10000,1,27655.0
DoublyNoTail,Find,10000,2,26766.333333333332
DoublyNoTail,Find,10000,3,40433.0
DoublyNoTail,Find,10000,4,63377.666666666664
DoublyNoTail,Find,100000,0,159444.0
DoublyNoTail,Find,100000,1,130177.33333333333
DoublyNoTail,Find,100000,2,105399.33333333333
DoublyNoTail,Find,100000,3,124555.33333333333
DoublyNoTail,Find,100000,4,107599.66666666667
DoublyNoTail,Find,1000000,0,1931522.0
DoublyNoTail,Find,1000000,1,2223100.0
DoublyNoTail,Find,1000000,2,1759321.6666666667
DoublyNoTail,Find,1000000,3,1762877.3333333333
DoublyNoTail,Find,1000000,4,1793910.6666666667
DoublyNoTail,Find,10000000,0,2.7194488333333332E7
DoublyNoTail,Find,10000000,1,1.7324322E7
DoublyNoTail,Find,10000000,2,3.4159844E7
DoublyNoTail,Find,10000000,3,1.8028288333333332E7
DoublyNoTail,Find,10000000,4,2.2383644E7
DoublyNoTail,Find,100000000,0,3.096045553333333E8
DoublyNoTail,Find,100000000,1,3.118913663333333E8
DoublyNoTail,Find,100000000,2,2.937643663333333E8
DoublyNoTail,Find,100000000,3,2.969870883333333E8
DoublyNoTail,Find,100000000,4,2.95775544E8
DoublyNoTail,Erase,10,0,299.6666666666667
DoublyNoTail,Erase,10,1,299.6666666666667
DoublyNoTail,Erase,10,2,310.6666666666667
DoublyNoTail,Erase,10,3,810.6666666666666
DoublyNoTail,Erase,10,4,288.3333333333333
DoublyNoTail,Erase,100,0,3855.0
DoublyNoTail,Erase,100,1,2611.0
DoublyNoTail,Erase,100,2,455.3333333333333
DoublyNoTail,Erase,100,3,399.6666666666667
DoublyNoTail,Erase,100,4,399.6666666666667
DoublyNoTail,Erase,1000,0,3288.3333333333335
DoublyNoTail,Erase,1000,1,3310.6666666666665
DoublyNoTail,Erase,1000,2,3310.6666666666665
DoublyNoTail,Erase,1000,3,3699.3333333333335
DoublyNoTail,Erase,1000,4,3355.0
DoublyNoTail,Erase,10000,0,445955.0
DoublyNoTail,Erase,10000,1,16133.0
DoublyNoTail,Erase,10000,2,13177.666666666666
DoublyNoTail,Erase,10000,3,12933.333333333334
DoublyNoTail,Erase,10000,4,12977.666666666666
DoublyNoTail,Erase,100000,0,191766.33333333334
DoublyNoTail,Erase,100000,1,227533.0
DoublyNoTail,Erase,100000,2,214544.0
DoublyNoTail,Erase,100000,3,159910.66666666666
DoublyNoTail,Erase,100000,4,199855.33333333334
DoublyNoTail,Erase,1000000,0,3025555.3333333335
DoublyNoTail,Erase,1000000,1,2712733.0
DoublyNoTail,Erase,1000000,2,2322921.6666666665
DoublyNoTail,Erase,1000000,3,2258055.0
DoublyNoTail,Erase,1000000,4,2231932.6666666665
DoublyNoTail,Erase,10000000,0,3.4321211E7
DoublyNoTail,Erase,10000000,1,2.3679021666666668E7
DoublyNoTail,Erase,10000000,2,5.0568622E7
DoublyNoTail,Erase,10000000,3,2.4628110666666668E7
DoublyNoTail,Erase,10000000,4,2.8129877666666668E7
DoublyNoTail,Erase,100000000,0,4.165191553333333E8
DoublyNoTail,Erase,100000000,1,4.018462996666667E8
DoublyNoTail,Erase,100000000,2,3.921960106666667E8
DoublyNoTail,Erase,100000000,3,4.009411663333333E8
DoublyNoTail,Erase,100000000,4,4.00754222E8
DoublyNoTail,AddBefore,10,0,155.0
DoublyNoTail,AddBefore,10,1,144.0
DoublyNoTail,AddBefore,10,2,155.0
DoublyNoTail,AddBefore,10,3,144.0
DoublyNoTail,AddBefore,10,4,155.0
DoublyNoTail,AddBefore,100,0,255.33333333333334
DoublyNoTail,AddBefore,100,1,266.3333333333333
DoublyNoTail,AddBefore,100,2,244.33333333333334
DoublyNoTail,AddBefore,100,3,266.3333333333333
DoublyNoTail,AddBefore,100,4,255.33333333333334
DoublyNoTail,AddBefore,1000,0,1044.0
DoublyNoTail,AddBefore,1000,1,1033.0
DoublyNoTail,AddBefore,1000,2,1044.3333333333333
DoublyNoTail,AddBefore,1000,3,1044.0
DoublyNoTail,AddBefore,1000,4,1032.6666666666667
DoublyNoTail,AddBefore,10000,0,13944.0
DoublyNoTail,AddBefore,10000,1,12088.666666666666
DoublyNoTail,AddBefore,10000,2,12344.333333333334
DoublyNoTail,AddBefore,10000,3,12433.0
DoublyNoTail,AddBefore,10000,4,12222.0
DoublyNoTail,AddBefore,100000,0,122944.0
DoublyNoTail,AddBefore,100000,1,125288.33333333333
DoublyNoTail,AddBefore,100000,2,155099.66666666666
DoublyNoTail,AddBefore,100000,3,120288.66666666667
DoublyNoTail,AddBefore,100000,4,101566.33333333333
DoublyNoTail,AddBefore,1000000,0,1799577.3333333333
DoublyNoTail,AddBefore,1000000,1,2165099.6666666665
DoublyNoTail,AddBefore,1000000,2,1702555.3333333333
DoublyNoTail,AddBefore,1000000,3,1708544.0
DoublyNoTail,AddBefore,1000000,4,1820855.3333333333
DoublyNoTail,AddBefore,10000000,0,2.7625977333333332E7
DoublyNoTail,AddBefore,10000000,1,1.7669810666666668E7
DoublyNoTail,AddBefore,10000000,2,3.5709044E7
DoublyNoTail,AddBefore,10000000,3,1.9597877333333332E7
DoublyNoTail,AddBefore,10000000,4,2.2727522E7
DoublyNoTail,AddBefore,100000000,0,3.106949E8
DoublyNoTail,AddBefore,100000000,1,2.982927996666667E8
DoublyNoTail,AddBefore,100000000,2,2.91525644E8
DoublyNoTail,AddBefore,100000000,3,2.945360773333333E8
DoublyNoTail,AddBefore,100000000,4,2.954229106666667E8
DoublyNoTail,AddAfter,10,0,244.0
DoublyNoTail,AddAfter,10,1,266.3333333333333
DoublyNoTail,AddAfter,10,2,255.0
DoublyNoTail,AddAfter,10,3,266.3333333333333
DoublyNoTail,AddAfter,10,4,233.0
DoublyNoTail,AddAfter,100,0,400.0
DoublyNoTail,AddAfter,100,1,411.0
DoublyNoTail,AddAfter,100,2,399.6666666666667
DoublyNoTail,AddAfter,100,3,377.3333333333333
DoublyNoTail,AddAfter,100,4,377.3333333333333
DoublyNoTail,AddAfter,1000,0,1210.6666666666667
DoublyNoTail,AddAfter,1000,1,1155.0
DoublyNoTail,AddAfter,1000,2,1211.0
DoublyNoTail,AddAfter,1000,3,1177.6666666666667
DoublyNoTail,AddAfter,1000,4,1566.6666666666667
DoublyNoTail,AddAfter,10000,0,11999.333333333334
DoublyNoTail,AddAfter,10000,1,12044.333333333334
DoublyNoTail,AddAfter,10000,2,12255.333333333334
DoublyNoTail,AddAfter,10000,3,11944.0
DoublyNoTail,AddAfter,10000,4,12310.666666666666
DoublyNoTail,AddAfter,100000,0,114055.0
DoublyNoTail,AddAfter,100000,1,99477.66666666667
DoublyNoTail,AddAfter,100000,2,106377.33333333333
DoublyNoTail,AddAfter,100000,3,117366.66666666667
DoublyNoTail,AddAfter,100000,4,111410.66666666667
DoublyNoTail,AddAfter,1000000,0,1686733.0
DoublyNoTail,AddAfter,1000000,1,2583444.0
DoublyNoTail,AddAfter,1000000,2,1856533.0
DoublyNoTail,AddAfter,1000000,3,1981599.6666666667
DoublyNoTail,AddAfter,1000000,4,1704588.6666666667
DoublyNoTail,AddAfter,10000000,0,2.7340333E7
DoublyNoTail,AddAfter,10000000,1,1.7192977333333332E7
DoublyNoTail,AddAfter,10000000,2,3.4324710666666664E7
DoublyNoTail,AddAfter,10000000,3,1.7885077333333332E7
DoublyNoTail,AddAfter,10000000,4,2.2939822E7
DoublyNoTail,AddAfter,100000000,0,3.152378993333333E8
DoublyNoTail,AddAfter,100000000,1,3.06688255E8
DoublyNoTail,AddAfter,100000000,2,2.944467216666667E8
DoublyNoTail,AddAfter,100000000,3,2.91432233E8
DoublyNoTail,AddAfter,100000000,4,2.93716622E8
